version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/rb_tree,min_black,0.200,0.530,"(500, 500, 500, 500)",,0.330,0.001,20000,20
final,frequency/rb_tree,min_black,0.200,0.336,"(5, 649, 824, 23)",,0.136,31.310,20000,20
