version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_w2/frequency/depth_bst,height,5.000,1.518,"(500, 500)",,3.482,0.001,0,0
final,dumb_iterate_ratios_w2/frequency/depth_bst,height,5.000,5.000,"(0, 100)",,0.000,0.006,0,0
