version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_smaller/frequency/depth_tree,stick,0.500,0.342,"(500, 500)",,0.158,0.000,20000,20
final,dumb_enumerate_ratios_smaller/frequency/depth_tree,stick,0.500,0.307,"(50, 50)",,0.193,0.004,20000,20
