version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/unrolled/sized_list_10,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(497.000, 243.000, 132.000, 67.000, 33.000, 18.000, 5.000, 2.000, 3.000, 0.000, 0.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 2623.642,2602.616,0.000,0,0
final,greedy_enumerate/unrolled/sized_list_10,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(290.000, 199.000, 154.000, 62.000, 81.000, 36.000, 26.000, 51.000, 38.000, 31.000, 32.000)","(50, 50, 50, 50, 70, 30, 85, 15, 85, 15, 70, 30, 85, 15, 70, 30, 70, 30, 70, 30)", 824.064,803.038,0.008,0,0
