version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(491.000, 273.000, 123.000, 60.000, 26.000, 18.000, 3.000, 4.000, 1.000, 0.000, 1.000)","(500, 500, 500, 500)", 2689.026,2668.000,0.000,20000,20
final,dumb_iterate_ratios_smaller/parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(96.000, 88.000, 95.000, 97.000, 86.000, 92.000, 92.000, 73.000, 106.000, 89.000, 86.000)","(0, 100, 100, 0)", 7.600,-13.426,0.008,20000,20
