version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/unrolled/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(501.000, 253.000, 126.000, 55.000, 27.000, 21.000, 8.000, 4.000, 2.000, 2.000, 1.000)","(500, 500, 500, 500)", 2686.870,2665.844,0.000,20000,20
final,dumb_enumerate_ratios_w/unrolled/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(172.000, 116.000, 106.000, 86.000, 83.000, 66.000, 70.000, 44.000, 41.000, 27.000, 189.000)","(17, 83, 14, 86)", 296.724,275.698,0.026,20000,20
