version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,depth_bst,height,5.000,2.517,"(500, 500)",,0.001,5000,10
final,depth_bst,height,5.000,5.030,"(88, 423)",,5.371,5000,10
