version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/unrolled/depth_tree,stick,0.800,0.322,"(500, 500, 500, 500, 500, 500)",,0.478,0.000,20000,20
final,dumb_iterate_ratios_smaller/unrolled/depth_tree,stick,0.800,0.763,"(0, 100, 75, 25, 75, 25)",,0.037,0.060,20000,20
