version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/unrolled/depth_tree,h_bal,2.000,0.780,"(500, 500, 500, 500, 500, 500)",,1.220,0.000,20000,20
final,dumb_iterate_ratios_smaller/unrolled/depth_tree,h_bal,2.000,1.994,"(0, 100, 50, 50, 25, 75)",,0.006,0.070,20000,20
