version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/frequency/rb_tree,black,0.333,0.521,"(500, 500, 500, 500)",,0.188,0.001,20000,20
final,dumb_enumerate_ratios_w2/frequency/rb_tree,black,0.333,0.333,"(0, 100, 100, 0)",,0.000,0.081,20000,20
