version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_w/unrolled/depth_tree,min_stick,0.100,0.317,"(500, 500, 500, 500, 500, 500)",,0.217,0.000,20000,20
final,dumb_iterate_ratios_w/unrolled/depth_tree,min_stick,0.100,0.000,"(100, 0, 100, 0, 100, 0)",,-0.100,0.630,20000,20
