version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/frequency/rb_tree,black,0.400,0.533,"(500, 500, 500, 500)",,0.133,0.001,20000,20
final,dumb_iterate_ratios/frequency/rb_tree,black,0.400,0.401,"(20, 80, 70, 30)",,0.001,0.089,20000,20
