version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(476.000, 253.000, 122.000, 82.000, 39.000, 16.000, 3.000, 6.000, 1.000, 1.000, 1.000)","(500, 500, 500, 500)", 2454.198,2433.172,0.000,20000,20
final,dumb_iterate_ratios/parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(78.000, 82.000, 92.000, 86.000, 97.000, 100.000, 87.000, 106.000, 123.000, 72.000, 77.000)","(0, 100, 100, 0)", 24.364,3.338,0.031,20000,20
