version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_w2/frequency/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(531.000, 235.000, 121.000, 50.000, 38.000, 13.000, 3.000, 4.000, 2.000, 0.000, 3.000)","(500, 500)", 2915.758,2894.732,0.000,0,0
final,dumb_iterate_ratios_w2/frequency/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(164.000, 128.000, 114.000, 89.000, 70.000, 54.000, 56.000, 47.000, 47.000, 28.000, 203.000)","(15, 85)", 337.160,316.134,0.002,0,0
