version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_w2/frequency/sized_list,len,5.000,1.016,"(500, 500)",,3.984,0.000,20000,20
final,dumb_iterate_ratios_w2/frequency/sized_list,len,5.000,4.936,"(14, 86)",,0.064,0.004,20000,20
