version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/frequency/sized_list,nil,0.100,0.491,"(500, 500)",,0.391,0.000,20000,20
final,dumb_iterate/frequency/sized_list,nil,0.100,0.108,"(100, 900)",,0.008,0.028,20000,20
