version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Dragen,constructors,"(10.000, 0.010, 0.010, 0.010)","(2.020, 2.144, 2.039, 5.203)","(500, 500, 500, 500, 500, 500)", 3570.173,0.001,5000,10
final,Dragen,constructors,"(10.000, 0.010, 0.010, 0.010)","(0.361, 0.306, 0.343, 0.010)","(266, 697, 603, 739, 672, 8)", 29.142,49.233,5000,10
