version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Dragen,constructors,"(30.000, 10.000, 10.000, -1.000)","(2.026, 2.048, 1.945, 5.019)","(500, 500, 500, 500, 500, 500)", 38.897,0.002,10000,20
final,Dragen,constructors,"(30.000, 10.000, 10.000, -1.000)","(22.466, 11.151, 13.116, 45.733)","(793, 435, 171, 581, 364, 832)", 2.995,125.896,10000,20
