version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/unrolled/depth_bst,min_height,3.000,1.586,"(500, 500, 500, 500, 500, 500)",,-1.414,0.000,20000,20
final,dumb_enumerate_ratios_w/unrolled/depth_bst,min_height,3.000,0.000,"(100, 0, 100, 0, 100, 0)",,-3.000,0.611,20000,20
