version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,parametrized/rb_tree,black,0.200,0.533,"(500, 500, 500, 500, 500, 500, 500, 500)",,0.333,0.002,20000,20
final,parametrized/rb_tree,black,0.200,0.368,"(502, 352, 306, 288, 29, 538, 621, 190)",,0.168,34.807,20000,20
