version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/even_list,nil,0.100,0.000,"(500, 500, 500, 500)",,0.100,0.000,20000,20
final,unrolled/even_list,nil,0.100,0.000,"(38, 114, 509, 177)",,0.100,4.982,20000,20
