version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/even_list,uni_len,11.000,"(0.000, 486.000, 243.000, 141.000, 63.000, 41.000, 15.000, 4.000, 5.000, 1.000, 1.000, 0.000)","(500, 500, 500, 500)", 2622.393,2601.367,0.000,80000,80
final,unrolled/even_list,uni_len,11.000,"(0.000, 121.000, 157.000, 108.000, 128.000, 72.000, 84.000, 58.000, 57.000, 41.000, 43.000, 131.000)","(147, 865, 126, 526)", 266.611,245.585,31.104,80000,80
