version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/unrolled/even_list,min_len,5.000,2.039,"(500, 500, 500, 500)",,-2.961,0.000,20000,20
final,dumb_enumerate/unrolled/even_list,min_len,5.000,1.000,"(1000, 1, 1000, 900)",,-4.000,2.916,20000,20
