version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/frequency/depth_tree,stick,0.100,0.342,"(500, 500)",,0.242,0.000,0,0
final,greedy_enumerate/frequency/depth_tree,stick,0.100,0.095,"(9, 90)",,0.005,0.003,0,0
