version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/unrolled/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(482.000, 254.000, 138.000, 55.000, 24.000, 25.000, 10.000, 7.000, 0.000, 1.000, 4.000)","(500, 500, 500, 500)", 2523.036,2502.010,0.000,0,0
final,greedy_enumerate/unrolled/sized_list,uni_len,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000)","(508.000, 0.000, 243.000, 0.000, 126.000, 0.000, 61.000, 0.000, 32.000, 0.000, 30.000)","(50, 50, 0, 100)", 2724.974,2703.948,0.002,0,0
