version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/rb_tree,black,0.333,0.528,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.195,0.001,20000,20
final,unrolled/rb_tree,black,0.333,0.411,"(149, 886, 52, 816, 354, 761, 94, 406, 749, 752, 870, 659, 552, 380, 572, 304, 599, 610, 790, 278)",,0.078,28.118,20000,20
