version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,unrolled/rb_tree,black,0.200,0.526,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.001,100000,50
final,unrolled/rb_tree,black,0.200,0.391,"(392, 170, 78, 584, 445, 2, 508, 895, 653, 76, 818, 634, 550, 914, 736, 304, 441, 565, 52, 1001)",,142.860,100000,50
