version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,unrolled/rb_tree,black,0.333,0.530,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.003,100000,50
final,unrolled/rb_tree,black,0.333,0.395,"(759, 145, 147, 833, 136, 3, 317, 892, 775, 160, 168, 897, 715, 165, 884, 678, 528, 573, 109, 904)",,142.324,100000,50
