version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/rb_tree,uni_height,5.000,"(0.000, 0.000, 26.000, 248.000, 726.000, 0.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 2146.280,2133.688,0.003,20000,20
final,unrolled/rb_tree,uni_height,5.000,"(0.000, 0.000, 314.000, 331.000, 355.000, 0.000)","(620, 140, 344, 732, 84, 169, 112, 707, 26, 591, 845, 740, 296, 735, 171, 924, 428, 903, 885, 771)", 870.910,858.318,27.470,20000,20
