version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,unrolled/rb_tree,uni_height,5.000,"(0.000, 0.000, 26.000, 248.000, 726.000, 0.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 2146.280,0.002,100000,50
final,unrolled/rb_tree,uni_height,5.000,"(0.000, 0.000, 333.000, 333.000, 334.000, 0.000)","(600, 2, 768, 175, 168, 199, 426, 39, 180, 308, 939, 356, 655, 173, 726, 827, 947, 979, 980, 867)", 866.670,149.799,100000,50
