version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/parametrized/depth_tree,h_bal,2.000,0.873,"(500, 500, 500, 500)",,1.127,0.000,20000,20
final,dumb_iterate_ratios_smaller/parametrized/depth_tree,h_bal,2.000,1.261,"(0, 100, 100, 0)",,0.739,0.023,20000,20
