version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/unrolled/sized_list,len,5.000,1.053,"(500, 500, 500, 500)",,3.947,0.000,20000,20
final,dumb_enumerate_ratios_w2/unrolled/sized_list,len,5.000,5.025,"(0, 100, 28, 71)",,0.025,0.023,20000,20
