version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/frequency/rb_tree,black,0.333,0.524,"(500, 500, 500, 500)",,0.191,0.000,20000,20
final,dumb_iterate/frequency/rb_tree,black,0.333,0.333,"(1, 1000, 700, 1)",,0.000,6.659,20000,20
