version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sized_list,nil,0.100,0.491,"(500, 500)",,0.000,2000,5
final,sized_list,nil,0.100,0.052,"(9, 175)",,0.257,2000,5
