version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sized_list,nil,0.100,0.491,"(500, 500)",,0.000,1000,5
final,sized_list,nil,0.100,0.114,"(14, 100)",,0.200,1000,5
