version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sized_list,len,5.000,0.972,"(500, 500)",,0.000,5000,10
final,sized_list,len,5.000,5.011,"(86, 602)",,1.193,5000,10
