version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sized_list,len,5.000,1.014,"(500, 500)",,0.000,2000,5
final,sized_list,len,5.000,5.119,"(133, 839)",,0.673,2000,5
