version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sized_list,len,2.000,1.041,"(500, 500)",,0.000,1000,5
final,sized_list,len,2.000,0.264,"(557, 145)",,0.227,1000,5
