version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sized_list,len_uni,10.000,"(491.000, 244.000, 137.000, 75.000, 24.000, 13.000, 8.000, 4.000, 2.000, 2.000, 0.000)","(500, 500)", 2358.440,0.000,20000,20
final,sized_list,len_uni,10.000,"(167.000, 139.000, 132.000, 87.000, 86.000, 59.000, 62.000, 47.000, 38.000, 35.000, 148.000)","(166, 894)", 237.060,6.533,20000,20
