version,generator,fv,goal,dist,chi,time,iterations,restarts
initial,p_sized_list,uni_len,5.000,"(486.000, 249.000, 136.000, 71.000, 26.000, 32.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 817.170,0.000,1000000,500
final,p_sized_list,uni_len,5.000,"(175.000, 174.000, 148.000, 162.000, 171.000, 170.000)","(1128, 435, 168, 171, 73, 159, 110, 319, 244, 974, 143, 678)", 35.950,214.841,1000000,500
