version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/even_list_2,min_nil,0.100,0.000,"(500, 500, 500, 500)",,0.000,20000,20
final,parametrized/even_list_2,min_nil,0.100,0.000,"(3, 42, 120, 468)",,8.335,20000,20
