version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,parametrized/even_list,len,5.000,1.981,"(500, 500, 500, 500)",,3.019,0.000,20000,20
final,parametrized/even_list,len,5.000,5.048,"(27, 224, 203, 195)",,0.048,6.866,20000,20
