version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(473.000, 257.000, 150.000, 62.000, 24.000, 22.000, 5.000, 3.000, 3.000, 0.000, 1.000)","(500, 500, 500, 500)", 2489.486,2468.460,0.001,20000,20
final,parametrized/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(88.000, 97.000, 87.000, 92.000, 88.000, 96.000, 90.000, 88.000, 92.000, 89.000, 93.000)","(1, 629, 683, 253)", 1.264,-19.762,10.140,20000,20
