version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/even_list_2,uni_len,11.000,"(0.000, 516.000, 225.000, 126.000, 72.000, 32.000, 16.000, 6.000, 4.000, 0.000, 2.000, 1.000)","(500, 500, 500, 500)", 2822.967,0.000,20000,20
final,parametrized/even_list_2,uni_len,11.000,"(0.000, 95.000, 92.000, 100.000, 89.000, 95.000, 98.000, 87.000, 87.000, 72.000, 86.000, 99.000)","(1, 383, 482, 390)", 98.047,10.370,20000,20
