version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,depth_tree,height,3.000,2.530,"(500, 500)",,0.001,5000,10
final,depth_tree,height,3.000,3.021,"(137, 163)",,6.263,5000,10
