version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/depth_tree,uni_height,5.000,"(519.000, 120.000, 86.000, 56.000, 25.000, 194.000)","(500, 500)", 862.770,850.178,0.001,80000,80
final,frequency/depth_tree,uni_height,5.000,"(414.000, 140.000, 76.000, 51.000, 34.000, 285.000)","(487, 572)", 608.770,596.178,56.799,80000,80
