version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/parametrized/depth_tree,stick,0.800,0.331,"(500, 500, 500, 500)",,0.469,0.000,20000,20
final,dumb_enumerate/parametrized/depth_tree,stick,0.800,0.418,"(1, 200, 700, 1)",,0.382,9.219,20000,20
