version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/unrolled/depth_tree,h_bal,2.000,0.851,"(500, 500, 500, 500, 500, 500)",,1.149,0.000,20000,20
final,dumb_enumerate_ratios_w/unrolled/depth_tree,h_bal,2.000,2.000,"(0, 100, 50, 50, 53, 47)",,0.000,0.746,20000,20
