version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/unrolled/depth_tree,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(502.000, 110.000, 71.000, 49.000, 33.000, 235.000)","(500, 500, 500, 500, 500, 500)", 967.160,953.093,0.000,20000,20
final,dumb_enumerate_ratios_w/unrolled/depth_tree,uni_height,"(0.000, 1.000, 2.000, 3.000, 4.000, 5.000)","(290.000, 339.000, 43.000, 108.000, 13.000, 207.000)","(30, 70, 50, 50, 100, 0)", 533.312,519.245,0.716,20000,20
