version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,p2_sized_list,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500)", 2494.160,0.000,20000,20
final,p2_sized_list,uni_len,10.000,"(122.000, 104.000, 100.000, 97.000, 87.000, 89.000, 88.000, 82.000, 77.000, 62.000, 92.000)","(6, 278, 321)", 33.040,7.759,20000,20
