version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,unrolled/sized_list,uni_len,10.000,"(486.000, 256.000, 122.000, 67.000, 40.000, 19.000, 4.000, 3.000, 1.000, 0.000, 2.000)","(500, 500, 500, 500)", 2330.960,0.000,20000,20
final,unrolled/sized_list,uni_len,10.000,"(143.000, 144.000, 108.000, 105.000, 73.000, 88.000, 54.000, 57.000, 39.000, 35.000, 154.000)","(112, 746, 20, 88)", 195.740,6.665,20000,20
