version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/frequency/rb_tree,black,0.200,0.535,"(500, 500, 500, 500)",,0.335,0.001,20000,20
final,dumb_iterate_ratios_smaller/frequency/rb_tree,black,0.200,0.333,"(0, 100, 100, 0)",,0.133,0.022,20000,20
