version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/unrolled/sized_list,len,5.000,0.966,"(500, 500, 500, 500)",,4.034,0.000,20000,20
final,dumb_enumerate_ratios_w/unrolled/sized_list,len,5.000,4.980,"(0, 100, 28, 71)",,0.020,0.022,20000,20
