version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/sized_list_2,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500, 500)", 2494.160,0.001,1000,10
final,parametrized/sized_list_2,uni_len,10.000,"(402.000, 249.000, 141.000, 87.000, 44.000, 34.000, 20.000, 7.000, 5.000, 3.000, 8.000)","(263, 805, 14, 736)", 1646.940,0.342,1000,10
