version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/sized_list_2,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500, 500)", 2494.160,0.001,20000,50
final,parametrized/sized_list_2,uni_len,10.000,"(127.000, 120.000, 111.000, 112.000, 101.000, 101.000, 69.000, 72.000, 46.000, 48.000, 93.000)","(-22, 361, 297, 788)", 88.100,4.899,20000,50
