version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/frequency/depth_tree,stick,0.800,0.343,"(500, 500)",,0.457,0.000,20000,20
final,dumb_enumerate_ratios/frequency/depth_tree,stick,0.800,0.331,"(50, 50)",,0.469,0.008,20000,20
