version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/parametrized/depth_bst,stick,0.100,0.348,"(500, 500, 500, 500)",,0.248,0.000,20000,20
final,dumb_enumerate/parametrized/depth_bst,stick,0.100,0.100,"(1000, 100, 100, 100)",,0.000,8.636,20000,20
