version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/parametrized/depth_bst,height,5.000,1.485,"(500, 500, 500, 500)",,3.515,0.001,20000,20
final,dumb_iterate/parametrized/depth_bst,height,5.000,5.000,"(1, 1000, 1, 900)",,0.000,9.438,20000,20
