version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/parametrized/depth_bst,stick,0.500,0.349,"(500, 500, 500, 500)",,0.151,0.000,20000,20
final,dumb_iterate/parametrized/depth_bst,stick,0.500,0.424,"(100, 400, 1000, 200)",,0.076,8.599,20000,20
