version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/frequency/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(478.000, 285.000, 122.000, 49.000, 32.000, 18.000, 11.000, 1.000, 2.000, 1.000, 1.000)","(500, 500)", 2613.170,2592.144,0.000,20000,20
final,dumb_enumerate_ratios_w/frequency/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(160.000, 151.000, 107.000, 102.000, 85.000, 79.000, 58.000, 53.000, 45.000, 28.000, 132.000)","(17, 83)", 211.386,190.360,0.004,20000,20
