version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w/frequency/even_list,len,5.000,2.041,"(500, 500)",,2.959,0.000,20000,20
final,dumb_enumerate_ratios_w/frequency/even_list,len,5.000,5.271,"(17, 83)",,0.271,0.003,20000,20
