version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/sized_list_2,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500, 500)", 2494.160,0.001,5000,10
final,parametrized/sized_list_2,uni_len,10.000,"(175.000, 137.000, 118.000, 97.000, 81.000, 69.000, 53.000, 55.000, 38.000, 39.000, 138.000)","(3, 471, 136, 715)", 218.920,1.453,5000,10
