version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/sized_list_2,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500, 500)", 2494.160,0.001,5000,10
final,parametrized/sized_list_2,uni_len,10.000,"(81.000, 92.000, 95.000, 120.000, 113.000, 86.000, 100.000, 63.000, 63.000, 42.000, 145.000)","(-20, 963, 262, 873)", 93.420,1.411,5000,10
