version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,parametrized/depth_tree,h_bal,1.500,0.913,"(500, 500, 500, 500)",,0.587,0.001,20000,20
final,parametrized/depth_tree,h_bal,1.500,1.499,"(86, 671, 877, 390)",,0.001,23.845,20000,20
